Centre,Gender,Labour Category,Labour Type,State,District,Centre_length,Date,Wage
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,TIRUVANNAMALAI,26,Jan-12,-
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,TIRUVANNAMALAI,26,Jan-12,65.72
THURINJAPURAM FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",TAMIL NADU,TIRUVANNAMALAI,26,Jan-12,190
THURINJAPURAM FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",TAMIL NADU,TIRUVANNAMALAI,26,Jan-12,92.22
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",BLACKSMITH,TAMIL NADU,TIRUVANNAMALAI,26,Jan-12,350
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",BLACKSMITH,TAMIL NADU,TIRUVANNAMALAI,26,Jan-12,-
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",CARPENTER,TAMIL NADU,TIRUVANNAMALAI,26,Jan-12,250
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",CARPENTER,TAMIL NADU,TIRUVANNAMALAI,26,Jan-12,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",PLOUGHMAN,WEST BENGAL,"UTTAR 
DINAJPUR",27,Jan-12,198
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",PLOUGHMAN,WEST BENGAL,"UTTAR 
DINAJPUR",27,Jan-12,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR","REAPER & 
HARVESTER",WEST BENGAL,"UTTAR 
DINAJPUR",27,Jan-12,163
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR","REAPER & 
HARVESTER",WEST BENGAL,"UTTAR 
DINAJPUR",27,Jan-12,134
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",SOWER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Jan-12,163
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",SOWER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Jan-12,134
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",WEEDER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Jan-12,163
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",WEEDER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Jan-12,131
UTTAR DINAJPUR FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",WEST BENGAL,"UTTAR 
DINAJPUR",27,Jan-12,167
UTTAR DINAJPUR FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",WEST BENGAL,"UTTAR 
DINAJPUR",27,Jan-12,130
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",BLACKSMITH,WEST BENGAL,"UTTAR 
DINAJPUR",27,Jan-12,237
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",BLACKSMITH,WEST BENGAL,"UTTAR 
DINAJPUR",27,Jan-12,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",CARPENTER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Jan-12,243
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",CARPENTER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Jan-12,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",COBBLER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Jan-12,150
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",COBBLER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Jan-12,-
KOYYALAGUDEM FIELD LABOUR,M,"SKILLED 
LABOUR",FIELD LABOUR,ANDHRA PRADESH,WEST GODAVARI,25,Feb-12,260
KOYYALAGUDEM FIELD LABOUR,W,"SKILLED 
LABOUR",FIELD LABOUR,ANDHRA PRADESH,WEST GODAVARI,25,Feb-12,200
KOYYALAGUDEM FIELD LABOUR,M,HERDSMEN,HERDSMEN,ANDHRA PRADESH,WEST GODAVARI,25,Feb-12,90
KOYYALAGUDEM FIELD LABOUR,W,HERDSMEN,HERDSMEN,ANDHRA PRADESH,WEST GODAVARI,25,Feb-12,-
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,NANAKKAL,25,Feb-12,230.1
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,NANAKKAL,25,Feb-12,105.5
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",SOWER,TAMIL NADU,NANAKKAL,25,Feb-12,-
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",SOWER,TAMIL NADU,NANAKKAL,25,Feb-12,105.9
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,NANAKKAL,25,Feb-12,-
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,NANAKKAL,25,Feb-12,105
MANGALAPURAM FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",TAMIL NADU,NANAKKAL,25,Feb-12,226.9
MANGALAPURAM FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",TAMIL NADU,NANAKKAL,25,Feb-12,110
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",CARPENTER,TAMIL NADU,NANAKKAL,25,Feb-12,300
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",CARPENTER,TAMIL NADU,NANAKKAL,25,Feb-12,-
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",PLOUGHMAN,TAMIL NADU,TIRUVANNAMALAI,26,Feb-12,160
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",PLOUGHMAN,TAMIL NADU,TIRUVANNAMALAI,26,Feb-12,-
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,TIRUVANNAMALAI,26,Feb-12,153.25
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,TIRUVANNAMALAI,26,Feb-12,81.95
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",SOWER,TAMIL NADU,TIRUVANNAMALAI,26,Feb-12,163.22
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",SOWER,TAMIL NADU,TIRUVANNAMALAI,26,Feb-12,77.67
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,TIRUVANNAMALAI,26,Feb-12,-
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,TIRUVANNAMALAI,26,Feb-12,71.83
THURINJAPURAM FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",TAMIL NADU,TIRUVANNAMALAI,26,Feb-12,174.64
THURINJAPURAM FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",TAMIL NADU,TIRUVANNAMALAI,26,Feb-12,73.64
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",BLACKSMITH,TAMIL NADU,TIRUVANNAMALAI,26,Feb-12,-
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",BLACKSMITH,TAMIL NADU,TIRUVANNAMALAI,26,Feb-12,-
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",CARPENTER,TAMIL NADU,TIRUVANNAMALAI,26,Feb-12,250
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",CARPENTER,TAMIL NADU,TIRUVANNAMALAI,26,Feb-12,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",PLOUGHMAN,WEST BENGAL,"UTTAR 
DINAJPUR",27,Feb-12,213
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",PLOUGHMAN,WEST BENGAL,"UTTAR 
DINAJPUR",27,Feb-12,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR","REAPER & 
HARVESTER",WEST BENGAL,"UTTAR 
DINAJPUR",27,Feb-12,167
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR","REAPER & 
HARVESTER",WEST BENGAL,"UTTAR 
DINAJPUR",27,Feb-12,133
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",SOWER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Feb-12,167
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",SOWER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Feb-12,133
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",WEEDER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Feb-12,167
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",WEEDER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Feb-12,130
UTTAR DINAJPUR FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",WEST BENGAL,"UTTAR 
DINAJPUR",27,Feb-12,167
UTTAR DINAJPUR FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",WEST BENGAL,"UTTAR 
DINAJPUR",27,Feb-12,135
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",BLACKSMITH,WEST BENGAL,"UTTAR 
DINAJPUR",27,Feb-12,230
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",BLACKSMITH,WEST BENGAL,"UTTAR 
DINAJPUR",27,Feb-12,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",CARPENTER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Feb-12,240
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",CARPENTER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Feb-12,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",COBBLER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Feb-12,-
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",COBBLER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Feb-12,-
KOYYALAGUDEM FIELD LABOUR,M,"SKILLED 
LABOUR",FIELD LABOUR,ANDHRA PRADESH,WEST GODAVARI,25,Mar-12,260
KOYYALAGUDEM FIELD LABOUR,W,"SKILLED 
LABOUR",FIELD LABOUR,ANDHRA PRADESH,WEST GODAVARI,25,Mar-12,200
KOYYALAGUDEM FIELD LABOUR,M,HERDSMEN,HERDSMEN,ANDHRA PRADESH,WEST GODAVARI,25,Mar-12,90
KOYYALAGUDEM FIELD LABOUR,W,HERDSMEN,HERDSMEN,ANDHRA PRADESH,WEST GODAVARI,25,Mar-12,-
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,NANAKKAL,25,Mar-12,188.8
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,NANAKKAL,25,Mar-12,115
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",SOWER,TAMIL NADU,NANAKKAL,25,Mar-12,-
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",SOWER,TAMIL NADU,NANAKKAL,25,Mar-12,118
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,NANAKKAL,25,Mar-12,-
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,NANAKKAL,25,Mar-12,115.6
MANGALAPURAM FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",TAMIL NADU,NANAKKAL,25,Mar-12,230
MANGALAPURAM FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",TAMIL NADU,NANAKKAL,25,Mar-12,137.5
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",CARPENTER,TAMIL NADU,NANAKKAL,25,Mar-12,300
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",CARPENTER,TAMIL NADU,NANAKKAL,25,Mar-12,-
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",PLOUGHMAN,TAMIL NADU,TIRUVANNAMALAI,26,Mar-12,-
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",PLOUGHMAN,TAMIL NADU,TIRUVANNAMALAI,26,Mar-12,-
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,TIRUVANNAMALAI,26,Mar-12,-
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,TIRUVANNAMALAI,26,Mar-12,-
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",SOWER,TAMIL NADU,TIRUVANNAMALAI,26,Mar-12,-
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",SOWER,TAMIL NADU,TIRUVANNAMALAI,26,Mar-12,-
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,TIRUVANNAMALAI,26,Mar-12,-
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,TIRUVANNAMALAI,26,Mar-12,-
THURINJAPURAM FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",TAMIL NADU,TIRUVANNAMALAI,26,Mar-12,199.23
THURINJAPURAM FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",TAMIL NADU,TIRUVANNAMALAI,26,Mar-12,75
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",BLACKSMITH,TAMIL NADU,TIRUVANNAMALAI,26,Mar-12,-
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",BLACKSMITH,TAMIL NADU,TIRUVANNAMALAI,26,Mar-12,-
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",CARPENTER,TAMIL NADU,TIRUVANNAMALAI,26,Mar-12,600
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",CARPENTER,TAMIL NADU,TIRUVANNAMALAI,26,Mar-12,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",PLOUGHMAN,WEST BENGAL,"UTTAR 
DINAJPUR",27,Mar-12,205
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",PLOUGHMAN,WEST BENGAL,"UTTAR 
DINAJPUR",27,Mar-12,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR","REAPER & 
HARVESTER",WEST BENGAL,"UTTAR 
DINAJPUR",27,Mar-12,175
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR","REAPER & 
HARVESTER",WEST BENGAL,"UTTAR 
DINAJPUR",27,Mar-12,138
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",SOWER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Mar-12,175
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",SOWER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Mar-12,138
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",WEEDER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Mar-12,175
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",WEEDER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Mar-12,135
UTTAR DINAJPUR FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",WEST BENGAL,"UTTAR 
DINAJPUR",27,Mar-12,175
UTTAR DINAJPUR FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",WEST BENGAL,"UTTAR 
DINAJPUR",27,Mar-12,135
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",BLACKSMITH,WEST BENGAL,"UTTAR 
DINAJPUR",27,Mar-12,230
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",BLACKSMITH,WEST BENGAL,"UTTAR 
DINAJPUR",27,Mar-12,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",CARPENTER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Mar-12,240
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",CARPENTER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Mar-12,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",COBBLER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Mar-12,-
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",COBBLER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Mar-12,-
KOYYALAGUDEM FIELD LABOUR,M,"SKILLED 
LABOUR",FIELD LABOUR,ANDHRA PRADESH,WEST GODAVARI,25,Apr-12,196.25
KOYYALAGUDEM FIELD LABOUR,W,"SKILLED 
LABOUR",FIELD LABOUR,ANDHRA PRADESH,WEST GODAVARI,25,Apr-12,170
KOYYALAGUDEM FIELD LABOUR,M,HERDSMEN,HERDSMEN,ANDHRA PRADESH,WEST GODAVARI,25,Apr-12,160
KOYYALAGUDEM FIELD LABOUR,W,HERDSMEN,HERDSMEN,ANDHRA PRADESH,WEST GODAVARI,25,Apr-12,120
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,NANAKKAL,25,Apr-12,163.3
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,NANAKKAL,25,Apr-12,105.1
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",SOWER,TAMIL NADU,NANAKKAL,25,Apr-12,-
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",SOWER,TAMIL NADU,NANAKKAL,25,Apr-12,112
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,NANAKKAL,25,Apr-12,-
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,NANAKKAL,25,Apr-12,107.2
MANGALAPURAM FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",TAMIL NADU,NANAKKAL,25,Apr-12,228.6
MANGALAPURAM FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",TAMIL NADU,NANAKKAL,25,Apr-12,113.3
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",CARPENTER,TAMIL NADU,NANAKKAL,25,Apr-12,300
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",CARPENTER,TAMIL NADU,NANAKKAL,25,Apr-12,-
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",PLOUGHMAN,TAMIL NADU,TIRUVANNAMALAI,26,Apr-12,187.5
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",PLOUGHMAN,TAMIL NADU,TIRUVANNAMALAI,26,Apr-12,-
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,TIRUVANNAMALAI,26,Apr-12,184.5
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,TIRUVANNAMALAI,26,Apr-12,90.5
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",SOWER,TAMIL NADU,TIRUVANNAMALAI,26,Apr-12,158.14
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",SOWER,TAMIL NADU,TIRUVANNAMALAI,26,Apr-12,65.29
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,TIRUVANNAMALAI,26,Apr-12,-
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,TIRUVANNAMALAI,26,Apr-12,75
THURINJAPURAM FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",TAMIL NADU,TIRUVANNAMALAI,26,Apr-12,169.23
THURINJAPURAM FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",TAMIL NADU,TIRUVANNAMALAI,26,Apr-12,61.67
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",BLACKSMITH,TAMIL NADU,TIRUVANNAMALAI,26,Apr-12,-
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",BLACKSMITH,TAMIL NADU,TIRUVANNAMALAI,26,Apr-12,-
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",CARPENTER,TAMIL NADU,TIRUVANNAMALAI,26,Apr-12,300
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",CARPENTER,TAMIL NADU,TIRUVANNAMALAI,26,Apr-12,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",PLOUGHMAN,WEST BENGAL,"UTTAR 
DINAJPUR",27,Apr-12,209
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",PLOUGHMAN,WEST BENGAL,"UTTAR 
DINAJPUR",27,Apr-12,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR","REAPER & 
HARVESTER",WEST BENGAL,"UTTAR 
DINAJPUR",27,Apr-12,167
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR","REAPER & 
HARVESTER",WEST BENGAL,"UTTAR 
DINAJPUR",27,Apr-12,133
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",SOWER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Apr-12,183
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",SOWER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Apr-12,125
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",WEEDER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Apr-12,160
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",WEEDER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Apr-12,136
UTTAR DINAJPUR FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",WEST BENGAL,"UTTAR 
DINAJPUR",27,Apr-12,167
UTTAR DINAJPUR FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",WEST BENGAL,"UTTAR 
DINAJPUR",27,Apr-12,135
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",BLACKSMITH,WEST BENGAL,"UTTAR 
DINAJPUR",27,Apr-12,240
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",BLACKSMITH,WEST BENGAL,"UTTAR 
DINAJPUR",27,Apr-12,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",CARPENTER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Apr-12,245
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",CARPENTER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Apr-12,-
UTTAR DINAJPUR FIELD LABOUR,M,"SKILLED 
LABOUR",COBBLER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Apr-12,188
UTTAR DINAJPUR FIELD LABOUR,W,"SKILLED 
LABOUR",COBBLER,WEST BENGAL,"UTTAR 
DINAJPUR",27,Apr-12,-
KOYYALAGUDEM FIELD LABOUR,M,"SKILLED 
LABOUR",FIELD LABOUR,ANDHRA PRADESH,WEST GODAVARI,25,May-12,253.33
KOYYALAGUDEM FIELD LABOUR,W,"SKILLED 
LABOUR",FIELD LABOUR,ANDHRA PRADESH,WEST GODAVARI,25,May-12,172.5
KOYYALAGUDEM FIELD LABOUR,M,HERDSMEN,HERDSMEN,ANDHRA PRADESH,WEST GODAVARI,25,May-12,170
KOYYALAGUDEM FIELD LABOUR,W,HERDSMEN,HERDSMEN,ANDHRA PRADESH,WEST GODAVARI,25,May-12,130
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,NANAKKAL,25,May-12,142.75
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,NANAKKAL,25,May-12,88.1
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",SOWER,TAMIL NADU,NANAKKAL,25,May-12,181.25
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",SOWER,TAMIL NADU,NANAKKAL,25,May-12,107.3
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,NANAKKAL,25,May-12,-
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",WEEDER,TAMIL NADU,NANAKKAL,25,May-12,105
MANGALAPURAM FIELD LABOUR,M,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",TAMIL NADU,NANAKKAL,25,May-12,224.1
MANGALAPURAM FIELD LABOUR,W,"OTHER 
AGRICULTURAL 
LABOUR","OTHER 
AGRICULTURAL 
LABOUR",TAMIL NADU,NANAKKAL,25,May-12,123.3
MANGALAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",CARPENTER,TAMIL NADU,NANAKKAL,25,May-12,300
MANGALAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",CARPENTER,TAMIL NADU,NANAKKAL,25,May-12,-
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR",PLOUGHMAN,TAMIL NADU,TIRUVANNAMALAI,26,May-12,187.5
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR",PLOUGHMAN,TAMIL NADU,TIRUVANNAMALAI,26,May-12,-
THURINJAPURAM FIELD LABOUR,M,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,TIRUVANNAMALAI,26,May-12,161.5
THURINJAPURAM FIELD LABOUR,W,"SKILLED 
LABOUR","REAPER & 
HARVESTER",TAMIL NADU,TIRUVANNAMALAI,26,May-12,90.85
